horse_id,race_id,日付,レース名,開催,場名,num_horses,馬番,着順,距離,芝・ダート,天気,馬場,走破時間,上がり,斤量,騎手,jockey_id,オッズ,人気,通過順,馬体重,体重変化,着差,ペース,性,齢,is_jra_race,データソース
2018104708,202508020211,,読売マイラーズC(GII),2京都2,京都,10.0,10.0,1.0,,芝,晴,良,1:31.7,33.3,57.0,岩田康誠,05203,10.2,5.0,6-7,478.0,0.0,-0.1,35.0-33.9,,,True,individual_page_result
2018104708,202510011011,,小倉大賞典(GIII),1小倉10,小倉,13.0,2.0,1.0,,芝,曇,良,1:46.1,34.0,57.0,丹内祐次,01091,6.6,4.0,10-11-8-9,478.0,-8.0,0.0,35.9-36.2,,,True,individual_page_result
2018104708,202406050611,,ディセンバーS(L),5中山6,中山,16.0,15.0,8.0,,芝,晴,良,1:46.0,34.5,59.0,丹内祐次,01091,8.2,4.0,12-12-9-9,486.0,4.0,0.8,35.8-34.9,,,True,individual_page_result
2018104708,202408050811,,カシオペアS(L),5京都8,京都,18.0,4.0,3.0,,芝,曇,良,1:45.1,34.2,59.0,藤岡佑介,01093,11.8,6.0,15-14,482.0,2.0,0.3,34.6-35.1,,,True,individual_page_result
2018104708,202410030811,,中京記念(GIII),3小倉8,小倉,14.0,14.0,4.0,,芝,晴,良,1:47.4,35.9,57.0,松山弘平,01126,11.5,6.0,13-14-14-12,480.0,0.0,0.2,34.3-37.3,,,True,individual_page_result
2018104708,202403010411,,福島民報杯(L),1福島4,福島,16.0,8.0,8.0,,芝,晴,良,1:59.3,34.5,57.0,丹内祐次,01091,4.1,1.0,16-15-15-11,480.0,2.0,0.4,35.2-35.7,,,True,individual_page_result
2018104708,202410020411,,小倉大賞典(GIII),2小倉4,小倉,15.0,11.0,2.0,,芝,晴,良,1:45.3,34.3,57.0,丹内祐次,01091,6.6,4.0,10-11-10-9,478.0,-4.0,0.2,35.0-36.5,,,True,individual_page_result
2018104708,202306050611,,ディセンバーS(L),5中山6,中山,13.0,13.0,1.0,,芝,晴,良,1:47.8,34.4,57.0,丹内祐次,01091,8.9,6.0,12-12-12-12,482.0,4.0,-0.1,37.1-35.8,,,True,individual_page_result
2019100213,202508030511,,MBS賞スワンS(GII),3京都5,京都,18.0,5.0,4.0,,芝,晴,良,1:19.0,33.8,57.0,松山弘平,01126,5.9,3.0,4-4,482.0,-2.0,0.1,33.5-34.0,,,True,individual_page_result
2019100213,202505030211,,安田記念(GI),3東京2,東京,18.0,4.0,5.0,,芝,曇,良,1:33.1,34.7,58.0,松山弘平,01126,38.3,11.0,1-2,484.0,0.0,0.4,35.0-34.3,,,True,individual_page_result
2019100213,2025,,1351ターフスプリ(GII),キングアブドゥル,キングアブドゥル,13.0,10.0,2.0,,芝,晴,良,,,57.0,松山弘平,01126,,5.0,,,,,,,,False,individual_page_result
2019100213,202408070711,,阪神C(GII),7京都7,京都,18.0,12.0,8.0,,芝,曇,良,1:20.5,34.1,58.0,松山弘平,01126,5.3,2.0,6-6,484.0,8.0,0.4,34.5-34.4,,,True,individual_page_result
2019100213,202408060611,,マイルチャンピオンS(GI),6京都6,京都,17.0,14.0,3.0,,芝,曇,良,1:32.4,34.5,58.0,松山弘平,01126,41.5,10.0,4-2,476.0,0.0,0.4,33.8-34.5,,,True,individual_page_result
2019100213,202406040911,,スプリンターズS(GI),4中山9,中山,16.0,3.0,5.0,,芝,曇,良,1:07.2,33.6,58.0,松山弘平,01126,13.5,7.0,8-6,476.0,-4.0,0.2,32.1-34.9,,,True,individual_page_result
2019100213,202405020711,,京王杯スプリングC(GII),2東京7,東京,15.0,15.0,1.0,,芝,晴,良,1:19.7,33.2,58.0,松山弘平,01126,3.7,1.0,4-4,480.0,-2.0,0.0,34.8-33.9,,,True,individual_page_result
2019100213,202407010611,,高松宮記念(GI),1中京6,中京,18.0,16.0,12.0,,芝,小雨,重,1:10.5,34.6,58.0,松山弘平,01126,16.9,8.0,13-13,482.0,6.0,1.6,34.9-34.0,,,True,individual_page_result
2019100213,202409010211,,阪急杯(GIII),1阪神2,阪神,18.0,1.0,1.0,,芝,小雨,重,1:21.2,35.6,58.0,松山弘平,01126,3.4,1.0,4-4,476.0,-4.0,0.0,33.9-35.9,,,True,individual_page_result
2019100213,202309050711,,阪神C(GII),5阪神7,阪神,17.0,4.0,1.0,,芝,晴,良,1:19.3,34.5,58.0,松山弘平,01126,9.6,4.0,5-5,480.0,6.0,-0.1,33.1-35.0,,,True,individual_page_result
2019104476,202505040611,,富士S(GII),4東京6,東京,14.0,11.0,1.0,,芝,曇,良,1:31.7,33.3,57.0,横山武史,01170,7.1,3.0,2-2,496.0,2.0,-0.1,35.1-33.4,,,True,individual_page_result
2019104476,202505030211,,安田記念(GI),3東京2,東京,18.0,7.0,2.0,,芝,曇,良,1:32.9,33.9,58.0,吉村誠之,01216,32.2,9.0,8-8,494.0,12.0,0.2,35.0-34.3,,,True,individual_page_result
2019104476,2025,,チャンピオンズマイル(GI),シャティン,シャティン,13.0,3.0,9.0,,芝,,良,,,57.0,川田将雅,01088,10.0,4.0,,,,,,,,False,individual_page_result
2019104476,202505010811,,フェブラリーS(GI),1東京8,東京,16.0,15.0,7.0,,ダ,晴,良,1:36.5,35.9,58.0,長岡禎仁,01142,11.9,6.0,11-12,498.0,2.0,1.0,35.0-36.1,,,True,individual_page_result
2019104476,202407040211,,チャンピオンズC(GI),4中京2,中京,16.0,16.0,15.0,,ダ,晴,良,1:53.7,40.0,58.0,長岡禎仁,01142,13.7,5.0,13-13-6-10,496.0,2.0,3.6,36.0-36.9,,,True,individual_page_result
2019104476,202405030211,,安田記念(GI),3東京2,東京,18.0,2.0,4.0,,芝,小雨,稍,1:32.6,33.5,58.0,長岡禎仁,01142,11.6,5.0,8-7,494.0,0.0,0.3,34.5-33.9,,,True,individual_page_result
2019104476,202405010811,,フェブラリーS(GI),1東京8,東京,16.0,7.0,2.0,,ダ,晴,良,1:35.9,37.2,58.0,長岡禎仁,01142,13.0,5.0,8-8,494.0,-6.0,0.2,33.9-37.8,,,True,individual_page_result
2019104476,202309050111,,チャレンジC(GIII),5阪神1,阪神,13.0,6.0,6.0,,芝,晴,良,1:59.2,35.3,57.0,西村淳也,01171,2.4,1.0,3-3-3-3,500.0,4.0,0.4,36.3-35.1,,,True,individual_page_result
2019104476,202305040911,,天皇賞(秋)(GI),4東京9,東京,11.0,5.0,5.0,,芝,晴,良,1:56.2,35.5,58.0,西村淳也,01171,45.4,7.0,2-2-2,496.0,6.0,1.0,34.9-34.7,,,True,individual_page_result
2019104476,202306040711,,産経賞オールカマー(GII),4中山7,中山,15.0,7.0,5.0,,芝,晴,良,2:12.4,35.7,57.0,西村淳也,01171,4.9,2.0,3-3-3-3,490.0,-2.0,0.4,36.0-35.5,,,True,individual_page_result
2019106526,202506040911,,スプリンターズS(GI),4中山9,中山,16.0,11.0,10.0,,芝,晴,良,1:07.6,33.6,58.0,横山武史,01170,12.4,6.0,3-3,480.0,8.0,0.7,33.7-33.2,,,True,individual_page_result
2019106526,202509040211,,産経賞セントウルS(GII),4阪神2,阪神,16.0,14.0,3.0,,芝,晴,良,1:07.5,33.5,58.0,横山武史,01170,2.5,1.0,8-9,472.0,-14.0,0.1,33.0-34.4,,,True,individual_page_result
2019106526,202505020311,,京王杯スプリングC(GII),2東京3,東京,12.0,9.0,1.0,,芝,晴,良,1:18.3,32.6,58.0,横山武史,01170,4.1,2.0,5-5,486.0,6.0,-0.2,33.9-33.2,,,True,individual_page_result
2019106526,202507020611,,高松宮記念(GI),2中京6,中京,18.0,12.0,4.0,,芝,晴,良,1:08.3,33.8,58.0,横山武史,01170,7.3,5.0,10-9,480.0,5.0,0.4,33.8-34.1,,,True,individual_page_result
2019106526,2024,,香港スプリント(GI),シャティン,シャティン,14.0,8.0,9.0,,芝,,良,,,57.0,菅原明良,01179,13.9,4.0,,475.0,,,,,,False,individual_page_result
2019106526,202406040911,,スプリンターズS(GI),4中山9,中山,16.0,2.0,2.0,,芝,曇,良,1:07.0,33.5,58.0,菅原明良,01179,9.6,5.0,7-6,478.0,4.0,0.0,32.1-34.9,,,True,individual_page_result
2019106526,202407030211,,産経賞セントウルS(GII),3中京2,中京,18.0,17.0,1.0,,芝,晴,良,1:07.7,33.1,57.0,菅原明良,01179,6.4,2.0,11-10,474.0,-6.0,-0.1,33.6-34.1,,,True,individual_page_result
2019106526,202405020711,,京王杯スプリングC(GII),2東京7,東京,15.0,1.0,6.0,,芝,晴,良,1:20.2,33.6,57.0,菅原明良,01179,4.2,3.0,5-5,480.0,2.0,0.5,34.8-33.9,,,True,individual_page_result
2019106526,202407010611,,高松宮記念(GI),1中京6,中京,18.0,5.0,6.0,,芝,小雨,重,1:09.7,34.2,58.0,ルメール,05339,8.4,4.0,6-7,478.0,-2.0,0.8,34.9-34.0,,,True,individual_page_result
2019106526,202406020311,,夕刊フジオーシャンS(GIII),2中山3,中山,16.0,15.0,1.0,,芝,曇,稍,1:08.0,34.2,57.0,横山武史,01170,3.3,1.0,5-5,480.0,12.0,-0.2,33.3-34.7,,,True,individual_page_result
2020100680,202505040211,,毎日王冠(GII),4東京2,東京,11.0,2.0,5.0,,芝,曇,良,1:44.5,33.8,57.0,西村淳也,01171,6.9,4.0,5-3-3,516.0,-4.0,0.5,34.8-33.7,,,True,individual_page_result
2020100680,202507030807,,中京記念(GIII),3中京8,中京,12.0,3.0,8.0,,芝,晴,良,1:32.7,33.8,58.0,川田将雅,01088,3.4,1.0,3-3-3,520.0,2.0,0.4,35.4-33.9,,,True,individual_page_result
2020100680,202408060611,,マイルチャンピオンS(GI),6京都6,京都,17.0,17.0,2.0,,芝,曇,良,1:32.4,34.2,58.0,西村淳也,01171,18.9,7.0,8-8,518.0,-2.0,0.4,33.8-34.5,,,True,individual_page_result
2020100680,202405040211,,毎日王冠(GII),4東京2,東京,14.0,14.0,3.0,,芝,曇,良,1:45.3,33.7,58.0,西村淳也,01171,8.3,5.0,2-2-2,520.0,4.0,0.2,35.3-33.7,,,True,individual_page_result
2020100680,202410030811,,中京記念(GIII),3小倉8,小倉,14.0,7.0,3.0,,芝,晴,良,1:47.3,36.8,59.0,西村淳也,01171,4.6,1.0,6-6-6-2,516.0,-4.0,0.1,34.3-37.3,,,True,individual_page_result
2020100680,202405030211,,安田記念(GI),3東京2,東京,18.0,16.0,8.0,,芝,小雨,稍,1:32.9,33.6,58.0,西村淳也,01171,63.1,14.0,12-11,520.0,-3.0,0.6,34.5-33.9,,,True,individual_page_result
2020100680,2024,,チャンピオンズマイル(GI),シャティン,シャティン,11.0,8.0,8.0,,芝,,稍,,,57.0,西村淳也,01171,22.0,5.0,,523.0,,,,,,False,individual_page_result
2020100680,202406020211,,中山記念(GII),2中山2,中山,16.0,9.0,7.0,,芝,小雨,稍,1:49.0,38.0,57.0,西村淳也,01171,3.5,2.0,6-5-4-4,522.0,8.0,0.9,35.6-37.6,,,True,individual_page_result
2020100680,202308030611,,マイルチャンピオンS(GI),3京都6,京都,16.0,7.0,4.0,,芝,晴,良,1:32.7,33.9,57.0,西村淳也,01171,7.5,4.0,6-8,514.0,8.0,0.2,34.3-34.3,,,True,individual_page_result
2020100680,202305040211,,毎日王冠(GII),4東京2,東京,12.0,6.0,1.0,,芝,曇,良,1:45.3,33.8,55.0,西村淳也,01171,17.5,4.0,4-4-4,506.0,6.0,0.0,36.0-34.1,,,True,individual_page_result
2020101503,202506040911,,スプリンターズS(GI),4中山9,中山,16.0,5.0,9.0,,芝,晴,良,1:07.6,32.8,58.0,坂井瑠星,01163,28.3,8.0,13-14,490.0,-6.0,0.7,33.7-33.2,,,True,individual_page_result
2020101503,202509040211,,産経賞セントウルS(GII),4阪神2,阪神,16.0,7.0,1.0,,芝,晴,良,1:07.4,33.1,57.0,川田将雅,01088,19.4,8.0,13-12,496.0,12.0,-0.1,33.0-34.4,,,True,individual_page_result
2020101503,202505020311,,京王杯スプリングC(GII),2東京3,東京,12.0,12.0,7.0,,芝,晴,良,1:19.2,33.0,57.0,幸英明,00732,14.7,7.0,9-8,484.0,-8.0,0.9,33.9-33.2,,,True,individual_page_result
2020101503,202507020611,,高松宮記念(GI),2中京6,中京,18.0,8.0,10.0,,芝,晴,良,1:09.0,34.5,58.0,武豊,00666,42.4,9.0,10-9,492.0,-4.0,1.1,33.8-34.1,,,True,individual_page_result
2020101503,202508010711,,阪急杯(GIII),1京都7,京都,18.0,16.0,1.0,,芝,曇,良,1:21.7,34.0,57.0,幸英明,00732,18.6,7.0,11-12,496.0,12.0,-0.1,35.2-34.8,,,True,individual_page_result
2020101503,202408060812,,京阪杯(GIII),6京都8,京都,18.0,11.0,7.0,,芝,曇,良,1:08.2,33.1,57.0,団野大成,01180,9.0,6.0,17-17,484.0,2.0,0.5,33.7-34.0,,,True,individual_page_result
2020101503,202405050411,,オーロC(L),5東京4,東京,18.0,1.0,8.0,,芝,曇,良,1:20.9,33.2,55.0,戸崎圭太,05386,6.1,3.0,18-18,482.0,-2.0,0.2,34.7-34.7,,,True,individual_page_result
2020101503,202408050111,,夕刊フジ杯オパールS(L),5京都1,京都,18.0,10.0,6.0,,芝,晴,良,1:07.6,33.2,55.0,西村淳也,01171,9.5,7.0,15-13,484.0,-2.0,0.2,33.3-34.1,,,True,individual_page_result
2020101503,202407020411,,CBC賞(GIII),2中京4,中京,18.0,12.0,6.0,,芝,晴,良,1:07.9,33.1,55.0,斎藤新,01178,13.6,8.0,14-15,486.0,0.0,0.4,33.6-33.9,,,True,individual_page_result
2020101503,202410030211,,TV西日本北九州記念(GIII),3小倉2,小倉,18.0,13.0,4.0,,芝,曇,稍,1:08.3,34.9,55.0,田口貫太,01208,20.2,10.0,11-9,486.0,2.0,0.4,32.3-35.6,,,True,individual_page_result
2020102078,202505040211,,毎日王冠(GII),4東京2,東京,11.0,9.0,1.0,,芝,曇,良,1:44.0,33.3,57.0,津村明秀,01092,7.7,5.0,3-3-3,484.0,0.0,-0.1,34.8-33.7,,,True,individual_page_result
2020102078,202509030611,,しらさぎS(GIII),3阪神6,阪神,14.0,6.0,7.0,,芝,晴,良,1:33.5,34.1,59.0,川田将雅,01088,4.1,2.0,5-6,484.0,-8.0,0.5,35.1-33.9,,,True,individual_page_result
2020102078,202506010911,,アメリカジョッキーC(GII),1中山9,中山,18.0,2.0,12.0,,芝,晴,良,2:13.2,37.1,58.0,ルメール,05339,2.9,2.0,7-7-7-7,492.0,12.0,1.1,36.5-36.6,,,True,individual_page_result
2020102078,202405040811,,天皇賞(秋)(GI),4東京8,東京,15.0,14.0,8.0,,芝,曇,良,1:57.8,33.2,58.0,ルメール,05339,4.7,3.0,8-11-11,480.0,-4.0,0.5,35.9-33.7,,,True,individual_page_result
2020102078,202406040711,,産経賞オールカマー(GII),4中山7,中山,15.0,4.0,1.0,,芝,曇,良,2:11.8,34.1,57.0,ルメール,05339,1.5,1.0,3-3-4-4,484.0,2.0,-0.1,36.6-34.7,,,True,individual_page_result
2020102078,202405030411,,エプソムC(GIII),3東京4,東京,18.0,6.0,1.0,,芝,曇,良,1:44.7,33.7,59.0,ルメール,05339,3.6,1.0,5-7-7,482.0,-4.0,-0.3,35.2-34.6,,,True,individual_page_result
2020102078,202404010411,,新潟大賞典(GIII),1新潟4,新潟,16.0,15.0,11.0,,芝,晴,良,2:01.1,34.7,58.0,津村明秀,01092,3.4,1.0,7-6,486.0,3.0,1.0,36.9-34.4,,,True,individual_page_result
2020102078,2023,,香港ヴァーズ(GI),シャティン,シャティン,8.0,8.0,8.0,,芝,,良,,,55.0,モレイラ,05509,1.9,1.0,,483.0,,,,,,False,individual_page_result
2020102078,202306040511,,朝日セントライト記念(GII),4中山5,中山,15.0,4.0,1.0,,芝,晴,良,2:11.4,33.9,56.0,モレイラ,05509,3.8,2.0,6-6-7-7,470.0,-4.0,-0.3,35.2-34.4,,,True,individual_page_result
2020102078,202303020211,,ラジオNIKKEI賞(GIII),2福島2,福島,16.0,14.0,3.0,,芝,晴,良,1:47.0,34.4,56.0,戸崎圭太,05386,1.9,1.0,11-10-10-10,474.0,-2.0,0.1,35.5-35.2,,,True,individual_page_result
2020103075,202505040611,,富士S(GII),4東京6,東京,14.0,12.0,8.0,,芝,曇,良,1:32.5,33.1,58.0,戸崎圭太,05386,18.6,7.0,14-13,516.0,2.0,0.8,35.1-33.4,,,True,individual_page_result
2020103075,202505030211,,安田記念(GI),3東京2,東京,18.0,9.0,6.0,,芝,曇,良,1:33.2,33.6,58.0,内田博幸,00422,73.9,14.0,17-17,514.0,2.0,0.5,35.0-34.3,,,True,individual_page_result
2020103075,202506030311,,ダービー卿チャレンジ(GIII),3中山3,中山,13.0,12.0,6.0,,芝,晴,良,1:32.7,33.9,58.5,内田博幸,00422,20.1,7.0,9-12-13,512.0,-2.0,0.3,34.9-34.5,,,True,individual_page_result
2020103075,202505010411,,東京新聞杯(GIII),1東京4,東京,16.0,3.0,7.0,,芝,晴,良,1:33.1,33.9,59.0,内田博幸,00422,80.7,11.0,6-8,514.0,4.0,0.5,34.6-34.9,,,True,individual_page_result
2020103075,202408070711,,阪神C(GII),7京都7,京都,18.0,10.0,12.0,,芝,曇,良,1:20.7,34.2,58.0,西村淳也,01171,166.1,17.0,6-6,510.0,2.0,0.6,34.5-34.4,,,True,individual_page_result
2020103075,2024,,チャンピオンズマイル(GI),シャティン,シャティン,11.0,7.0,11.0,,芝,,稍,,,57.0,坂井瑠星,01163,44.4,9.0,,508.0,,,,,,False,individual_page_result
2020103075,202407010611,,高松宮記念(GI),1中京6,中京,18.0,9.0,17.0,,芝,小雨,重,1:11.3,35.1,58.0,吉田豊,00733,66.8,14.0,15-16,510.0,2.0,2.4,34.9-34.0,,,True,individual_page_result
2020103075,202405010811,,フェブラリーS(GI),1東京8,東京,16.0,2.0,16.0,,ダ,晴,良,1:38.4,40.0,58.0,内田博幸,00422,61.3,14.0,6-6,508.0,4.0,2.7,33.9-37.8,,,True,individual_page_result
2020103075,202305030211,,安田記念(GI),3東京2,東京,18.0,9.0,14.0,,芝,曇,良,1:32.6,34.5,54.0,内田博幸,00422,35.5,11.0,6-5,504.0,4.0,1.2,34.2-33.8,,,True,individual_page_result
2020103075,202305020611,,NHKマイルC(GI),2東京6,東京,17.0,11.0,1.0,,芝,雨,稍,1:33.8,34.4,57.0,内田博幸,00422,22.2,9.0,12-13,500.0,-4.0,0.0,34.3-35.4,,,True,individual_page_result
2020104564,202508031111,,まほろばS(L),3京都11,京都,15.0,5.0,3.0,,芝,晴,良,1:32.6,34.1,56.0,田口貫太,01208,6.2,3.0,4-4,482.0,6.0,0.1,34.6-34.5,,,True,individual_page_result
2020104564,202510020811,,小倉記念(GIII),2小倉8,小倉,16.0,15.0,10.0,,芝,晴,良,2:00.8,37.3,56.0,幸英明,00732,21.3,11.0,3-3-2-2,476.0,-4.0,0.9,35.0-37.4,,,True,individual_page_result
2020104564,202509030611,,しらさぎS(GIII),3阪神6,阪神,14.0,14.0,11.0,,芝,晴,良,1:33.8,34.7,57.0,幸英明,00732,18.0,6.0,1-1,480.0,-6.0,0.8,35.1-33.9,,,True,individual_page_result
2020104564,202508020211,,読売マイラーズC(GII),2京都2,京都,10.0,2.0,4.0,,芝,晴,良,1:32.2,33.9,57.0,田口貫太,01208,4.8,3.0,6-6,486.0,-4.0,0.5,35.0-33.9,,,True,individual_page_result
2020104564,202509020211,,六甲S(L),2阪神2,阪神,12.0,5.0,7.0,,芝,曇,良,1:32.6,34.3,57.0,田口貫太,01208,2.9,1.0,4-5,490.0,-8.0,0.4,34.6-34.5,,,True,individual_page_result
2020104564,202508010511,,洛陽S(L),1京都5,京都,16.0,3.0,3.0,,芝,晴,良,1:34.0,34.4,56.0,田口貫太,01208,5.2,2.0,7-7,498.0,16.0,0.2,35.2-34.9,,,True,individual_page_result
2020104564,202408060611,,マイルチャンピオンS(GI),6京都6,京都,17.0,9.0,8.0,,芝,曇,良,1:32.7,35.0,58.0,田口貫太,01208,194.0,16.0,2-2,482.0,0.0,0.7,33.8-34.5,,,True,individual_page_result
2020104564,202408050811,,カシオペアS(L),5京都8,京都,18.0,10.0,5.0,,芝,曇,良,1:45.2,34.9,57.0,田口貫太,01208,4.6,1.0,7-7,482.0,-2.0,0.4,34.6-35.1,,,True,individual_page_result
2020104564,202407030911,,ポートアイランドS(L),3中京9,中京,14.0,5.0,5.0,,芝,曇,稍,1:34.6,35.2,57.0,田口貫太,01208,3.7,2.0,2-5-6,484.0,10.0,0.2,34.9-36.5,,,True,individual_page_result
2020104564,202410030811,,中京記念(GIII),3小倉8,小倉,14.0,13.0,5.0,,芝,晴,良,1:47.5,36.2,56.5,田口貫太,01208,5.1,3.0,11-12-13-9,474.0,-6.0,0.3,34.3-37.3,,,True,individual_page_result
2020190006,2025,,Qエリザベス2世S(GI),アスコット,アスコット,16.0,4.0,4.0,,芝,,良,1:38.6,,60.0,マーカン,05626,,7.0,,,,,,,,False,individual_page_result
2020190006,2025,,ジャック・ル・マロワ(GI),ドーヴィル,ドーヴィル,10.0,7.0,4.0,,芝,,稍,1:34.4,,60.0,マーカン,05626,,4.0,,,,,,,,False,individual_page_result
2020190006,2025,,サセックスS(GI),グッドウッド,グッドウッド,7.0,2.0,5.0,,芝,,良,1:38.7,,61.5,マーカン,05626,,5.0,,,,,,,,False,individual_page_result
2020190006,2025,,クイーンアンS(GI),アスコット,アスコット,10.0,5.0,1.0,,芝,,良,1:41.3,,58.0,ザーラ,05446,,6.0,,,,,,,,False,individual_page_result
2020190006,2025,,ダイオメドS(GIII),エプソム,エプソム,8.0,5.0,3.0,,芝,,良,1:44.6,,61.0,キングス,05660,,2.0,,,,,,,,False,individual_page_result
2020190006,2025,,パラダイスS(OP),アスコット,アスコット,11.0,4.0,2.0,,芝,,良,1:36.7,,59.5,キングス,05660,,1.0,,,,,,,,False,individual_page_result
2020190006,2024,,香港マイル(GI),シャティン,シャティン,14.0,7.0,12.0,,芝,,良,1:34.3,,57.0,ザーラ,05446,158.1,12.0,,498.0,,,,,,False,individual_page_result
2020190006,2024,,マッキノンS(GI),フレミントン,フレミントン,11.0,7.0,6.0,,芝,,稍,2:02.9,,59.0,ベイツ,,,6.0,,,,,,,,False,individual_page_result
2020190006,2024,,コックスプレート(GI),ムーニーバレー,ムーニーバレー,9.0,5.0,5.0,,芝,,良,2:02.9,,59.0,シン,05442,42.9,7.0,,,,,,,,False,individual_page_result
