horse_id,race_id,日付,レース名,開催,場名,num_horses,馬番,着順,距離,芝・ダート,天気,馬場,走破時間,上がり,斤量,騎手,jockey_id,オッズ,人気,通過順,馬体重,体重変化,着差,ペース,性,齢,is_jra_race,データソース
2022104584,202405040703,2024年10月26日,2歳未勝利,4東京7,東京,16.0,10.0,2.0,,ダ,曇,良,1:38.9,37.4,56.0,ルメール,05339,2.8,2.0,7-9,514.0,4.0,0.3,34.8-38.4,,,True,individual_page_result
2022104584,202405040203,2024年10月06日,2歳新馬,4東京2,東京,16.0,9.0,4.0,,ダ,曇,重,1:37.4,36.4,56.0,戸崎圭太,05386,5.4,4.0,6-4,510.0,0.0,0.6,35.3-36.3,,,True,individual_page_result
2022110083,202505050311,2025年11月15日,武蔵野S(GIII),5東京3,東京,16.0,16.0,1.0,,ダ,晴,良,1:35.2,34.9,56.0,レーン,05585,4.5,3.0,4-4,544.0,-2.0,-0.6,35.3-35.5,,,True,individual_page_result
2022110083,202544100811,2025年10月08日,ジャパンダートクラシ(JpnI),大井,大井,16.0,13.0,3.0,,ダ,晴,良,2:06.1,40.7,57.0,佐々木大,01197,4.5,2.0,6-6-4-3,546.0,0.0,2.4,35.3-39.0,,,False,individual_page_result
2022110083,2025,2025年05月03日,ケンタッキーダービー(GI),チャーチルダウン,チャーチルダウン,19.0,7.0,12.0,,ダ,,不,,,57.0,モレイラ,05509,6.0,2.0,,,,,,,,False,individual_page_result
2022110083,202506030110,2025年03月29日,伏竜S(OP),3中山1,中山,11.0,11.0,1.0,,ダ,雨,稍,1:52.1,36.3,58.0,モレイラ,05509,1.3,1.0,5-6-4-4,528.0,-6.0,-0.9,37.9-36.7,,,True,individual_page_result
2022110083,202505010809,2025年02月23日,ヒヤシンスS(L),1東京8,東京,10.0,9.0,1.0,,ダ,晴,良,1:37.6,35.1,57.0,キング,05643,1.8,1.0,5-5,534.0,-4.0,-0.1,35.9-35.6,,,True,individual_page_result
2022110083,202506010309,2025年01月11日,黒竹賞(1勝クラス),1中山3,中山,14.0,9.0,1.0,,ダ,晴,稍,1:52.8,38.7,57.0,キング,05643,2.8,1.0,2-2-2-1,538.0,2.0,-0.9,36.2-38.7,,,True,individual_page_result
2022110083,202405050701,2024年11月23日,2歳未勝利,5東京7,東京,16.0,15.0,1.0,,ダ,晴,稍,1:35.8,35.3,56.0,ムーア,05366,1.3,1.0,8-7,536.0,4.0,0.0,35.1-36.0,,,True,individual_page_result
2022110083,202401020702,2024年08月31日,2歳未勝利,2札幌7,札幌,14.0,4.0,2.0,,ダ,曇,重,1:45.9,36.9,55.0,佐々木大,01197,2.3,1.0,6-4-4-3,532.0,2.0,0.0,30.0-37.4,,,True,individual_page_result
2022110083,202401020505,2024年08月24日,2歳新馬,2札幌5,札幌,12.0,8.0,4.0,,ダ,晴,良,1:50.8,40.1,55.0,レーン,05585,1.4,1.0,6-6-2-4,530.0,0.0,0.8,30.4-39.4,,,True,individual_page_result
