horse_id,馬名,今回馬番,日付,レース名,開催,着順,is_jra,場名,距離,芝・ダート,走破時間,上がり,通過順,馬体重,体重変化,斤量,騎手,jockey_id,枠番,馬番,天気,馬場,オッズ,人気,race_id
2019106526,トウシンマカオ,1.0,2025-11-23,マイルチャンピオンS(GI),4京都6,11.0,True,京都,1600.0,芝,1:32.2,34.5,1-1,476.0,-4.0,58.0,団野大成,01180,1.0,1.0,晴,良,58.9,11.0,202508040611
2019106526,トウシンマカオ,1.0,2025-09-28,スプリンターズS(GI),4中山9,10.0,True,中山,1200.0,芝,1:07.6,33.6,3-3,480.0,8.0,58.0,横山武史,01170,6.0,11.0,晴,良,12.4,6.0,202506040911
2019106526,トウシンマカオ,1.0,2025-09-07,産経賞セントウルS(GII),4阪神2,3.0,True,阪神,1200.0,芝,1:07.5,33.5,8-9,472.0,-14.0,58.0,横山武史,01170,7.0,14.0,晴,良,2.5,1.0,202509040211
2019106526,トウシンマカオ,1.0,2025-05-03,京王杯スプリングC(GII),2東京3,1.0,True,東京,1400.0,芝,1:18.3,32.6,5-5,486.0,6.0,58.0,横山武史,01170,7.0,9.0,晴,良,4.1,2.0,202505020311
2019106526,トウシンマカオ,1.0,2025-03-30,高松宮記念(GI),2中京6,4.0,True,中京,1200.0,芝,1:08.3,33.8,10-9,480.0,5.0,58.0,横山武史,01170,6.0,12.0,晴,良,7.3,5.0,202507020611
2020103075,シャンパンカラー,2.0,2025-11-23,マイルチャンピオンS(GI),4京都6,14.0,True,京都,1600.0,芝,1:32.6,34.0,7-8,510.0,-6.0,58.0,坂井瑠星,01163,1.0,2.0,晴,良,121.9,14.0,202508040611
2020103075,シャンパンカラー,2.0,2025-10-18,富士S(GII),4東京6,8.0,True,東京,1600.0,芝,1:32.5,33.1,14-13,516.0,2.0,58.0,戸崎圭太,05386,7.0,12.0,曇,良,18.6,7.0,202505040611
2020103075,シャンパンカラー,2.0,2025-06-08,安田記念(GI),3東京2,6.0,True,東京,1600.0,芝,1:33.2,33.6,17-17,514.0,2.0,58.0,内田博幸,00422,5.0,9.0,曇,良,73.9,14.0,202505030211
2020103075,シャンパンカラー,2.0,2025-04-05,ダービー卿チャレンジ(GIII),3中山3,6.0,True,中山,1600.0,芝,1:32.7,33.9,9-12-13,512.0,-2.0,58.5,内田博幸,00422,7.0,12.0,晴,良,20.1,7.0,202506030311
2020103075,シャンパンカラー,2.0,2025-02-09,東京新聞杯(GIII),1東京4,7.0,True,東京,1600.0,芝,1:33.1,33.9,6-8,514.0,4.0,59.0,内田博幸,00422,2.0,3.0,晴,良,80.7,11.0,202505010411
