horse_id,馬名,今回馬番,日付,レース名,開催,着順,is_jra,場名,距離,芝・ダート,走破時間,上がり,通過順,馬体重,体重変化,斤量,騎手,jockey_id,枠番,馬番,天気,馬場,オッズ,人気,race_id
2021105560,サンライズアース,5.0,2025-01-19,日経新春杯(GII),1中京7,16.0,True,中京,,芝,2:14.0,40.0,2-2-2-2,540.0,16.0,56.0,池添謙一,01032,6.0,11.0,晴,良,8.4,6.0,202507010711
2020103941,ホウオウビスケッツ,6.0,2025-11-02,天皇賞(秋)(GI),4東京11,13.0,True,東京,,芝,1:59.2,33.5,2-2-2,504.0,-4.0,58.0,岩田康誠,05203,5.0,8.0,曇,良,14.6,7.0,202505041111
2020103941,ホウオウビスケッツ,6.0,2025-10-05,毎日王冠(GII),4東京2,2.0,True,東京,,芝,1:44.1,33.8,1-1-1,508.0,-6.0,57.0,岩田康誠,05203,7.0,8.0,曇,良,4.3,2.0,202505040211
2020103941,ホウオウビスケッツ,6.0,2025-08-17,札幌記念(GII),1札幌8,7.0,True,札幌,,芝,2:02.3,37.1,3-3-3-3,514.0,12.0,58.0,岩田康誠,05203,3.0,5.0,曇,稍,3.7,1.0,202501010811
2020103941,ホウオウビスケッツ,6.0,2025-04-06,大阪杯(GI),2阪神4,5.0,True,阪神,,芝,1:56.6,34.8,2-2-2-2,502.0,-2.0,58.0,岩田康誠,05203,2.0,2.0,晴,良,9.1,5.0,202509020411
2020103941,ホウオウビスケッツ,6.0,2025-03-16,東海テレビ杯金鯱賞(GII),2中京2,2.0,True,中京,,芝,2:01.3,36.8,2-2-2-2,504.0,-2.0,57.0,岩田康誠,05203,2.0,2.0,小雨,重,3.1,1.0,202507020211
2019105195,ダノンベルーガ,7.0,2025-08-31,新潟記念(GIII),3新潟4,13.0,True,新潟,,芝,1:59.0,33.7,5-5,508.0,12.0,57.0,佐々木大,01197,4.0,7.0,晴,良,11.5,5.0,202504030411
2019105195,ダノンベルーガ,7.0,2024-12-22,有馬記念(GI),5中山8,9.0,True,中山,,芝,2:32.5,34.9,15-15-15-13,496.0,4.0,58.0,松山弘平,01126,7.0,14.0,晴,良,122.4,15.0,202406050811
2019105195,ダノンベルーガ,7.0,2024-11-24,ジャパンC(GI),5東京8,9.0,True,東京,,芝,2:26.2,33.4,3-7-9-7,492.0,-6.0,58.0,松山弘平,01126,4.0,6.0,晴,良,106.4,13.0,202405050812
2019105195,ダノンベルーガ,7.0,2024-10-27,天皇賞(秋)(GI),4東京8,14.0,True,東京,,芝,1:58.3,34.1,5-6-5,498.0,0.0,58.0,Ｃ．デム,05473,6.0,10.0,曇,良,14.3,5.0,202405040811
2019105195,ダノンベルーガ,7.0,2024-03-30,ドバイターフ(GI),メイダン,3.0,False,メイダン,,芝,,,,,,57.0,モレイラ,05509,,4.0,,良,7.9,4.0,2024
2021190001,カランダガン,8.0,2025-10-19,英チャンピオンS(GI),アスコット,1.0,False,アスコット,,芝,2:03.19,,,,,60.5,バルザロ,05504,,2.0,,良,,2.0,2025
2021190001,カランダガン,8.0,2025-07-26,キングジョージ6世&ク(GI),アスコット,1.0,False,アスコット,,芝,2:29.74,,,,,61.0,バルザロ,05504,,1.0,,良,,1.0,2025
2021190001,カランダガン,8.0,2025-06-29,サンクルー大賞(GI),サンクルー,1.0,False,サンクルー,,芝,2:28.28,,,,,58.5,バルザロ,05504,,1.0,,稍,,1.0,2025
2021190001,カランダガン,8.0,2025-06-06,コロネーションC(GI),エプソム,2.0,False,エプソム,,芝,2:36.2,,,,,58.0,バルザロ,05504,,3.0,,稍,,1.0,2025
2021190001,カランダガン,8.0,2025-04-05,ドバイシーマクラシッ(GI),メイダン,2.0,False,メイダン,,芝,2:27.2,,,,,57.0,バルザロ,05504,,5.0,,良,3.6,2.0,2025
2019102632,セイウンハーデス,9.0,2025-11-02,天皇賞(秋)(GI),4東京11,7.0,True,東京,,芝,1:59.0,32.4,9-12-11,472.0,-10.0,58.0,菅原明良,01179,7.0,12.0,曇,良,27.7,10.0,202505041111
2019102632,セイウンハーデス,9.0,2025-05-10,エプソムC(GIII),2東京5,1.0,True,東京,,芝,1:43.9,34.3,6-8-8,482.0,-6.0,57.0,幸英明,00732,8.0,16.0,曇,稍,13.2,6.0,202505020511
2019102632,セイウンハーデス,9.0,2025-02-16,京都記念(GII),1京都6,8.0,True,京都,,芝,2:16.5,35.4,2-2-2-2,488.0,-2.0,57.0,幸英明,00732,8.0,11.0,曇,稍,8.4,4.0,202508010611
2019102632,セイウンハーデス,9.0,2024-11-30,チャレンジC(GIII),7京都1,5.0,True,京都,,芝,1:59.1,36.1,3-3-4-1,490.0,14.0,57.0,幸英明,00732,6.0,11.0,晴,良,16.5,9.0,202408070111
2019102632,セイウンハーデス,9.0,2023-07-09,七夕賞(GIII),2福島4,1.0,True,福島,,芝,1:59.8,34.9,3-4-2-2,476.0,-2.0,57.0,幸英明,00732,8.0,15.0,曇,良,5.2,2.0,202303020411
2019104447,シュトルーヴェ,10.0,2025-11-09,アルゼンチン共和国杯(GII),5東京2,5.0,True,東京,,芝,2:30.4,34.0,12-13-12-14,480.0,2.0,59.0,鮫島克駿,01157,4.0,7.0,曇,良,12.0,6.0,202505050211
2019104447,シュトルーヴェ,10.0,2025-08-17,札幌記念(GII),1札幌8,7.0,True,札幌,,芝,2:02.3,36.4,9-9-10-10,478.0,-4.0,58.0,キング,05643,2.0,3.0,曇,稍,19.8,7.0,202501010811
2019104447,シュトルーヴェ,10.0,2025-02-22,ダイヤモンドS(GIII),1東京7,5.0,True,東京,,芝,3:33.3,35.3,7-7-7-8,482.0,4.0,59.0,鮫島克駿,01157,6.0,11.0,晴,良,7.8,3.0,202505010711
2019104447,シュトルーヴェ,10.0,2024-12-22,有馬記念(GI),5中山8,10.0,True,中山,,芝,2:32.6,35.5,12-11-9-10,478.0,0.0,58.0,鮫島克駿,01157,6.0,12.0,晴,良,108.1,14.0,202406050811
2019104447,シュトルーヴェ,10.0,2024-11-24,ジャパンC(GI),5東京8,10.0,True,東京,,芝,2:26.3,33.4,14-12-12-12,478.0,8.0,58.0,鮫島克駿,01157,4.0,5.0,晴,良,83.9,11.0,202405050812
2021105369,アドマイヤテラ,11.0,2025-10-05,京都大賞典(GII),3京都2,4.0,True,京都,,芝,2:24.2,34.8,6-7-6-3,496.0,2.0,58.0,川田将雅,01088,2.0,4.0,曇,稍,3.1,1.0,202508030211
2021105369,アドマイヤテラ,11.0,2025-06-01,目黒記念(GII),2東京12,1.0,True,東京,,芝,2:32.9,34.5,5-6-6-4,494.0,0.0,57.5,武豊,00666,5.0,10.0,曇,良,3.3,1.0,202505021212
2021105369,アドマイヤテラ,11.0,2025-04-13,大阪ーハンブルクC(OP),2阪神6,1.0,True,阪神,,芝,2:39.8,34.9,3-3-4-3,494.0,12.0,56.0,武豊,00666,1.0,1.0,雨,稍,2.4,1.0,202509020610
2021105369,アドマイヤテラ,11.0,2024-10-20,菊花賞(GI),5京都6,3.0,True,京都,,芝,3:04.5,36.3,15-12-2-1,482.0,4.0,57.0,武豊,00666,8.0,17.0,晴,良,23.6,7.0,202408050611
2021105369,アドマイヤテラ,11.0,2024-09-15,茶臼山高原特別(2勝クラス),3中京4,1.0,True,中京,,芝,2:12.4,34.3,5-3-5-5,478.0,-2.0,55.0,ルメール,05339,2.0,2.0,曇,稍,1.5,1.0,202407030409
2018105012,ヨーホーレイク,12.0,2025-09-21,産経賞オールカマー(GII),4中山7,3.0,True,中山,,芝,2:10.7,34.2,9-9-9-8,520.0,-6.0,58.0,岩田望来,01174,6.0,7.0,曇,良,8.0,4.0,202506040711
2018105012,ヨーホーレイク,12.0,2025-06-15,宝塚記念(GI),3阪神4,17.0,True,阪神,,芝,2:14.4,38.9,6-6-5-5,526.0,0.0,58.0,岩田望来,01174,5.0,9.0,晴,稍,8.8,5.0,202509030411
2018105012,ヨーホーレイク,12.0,2025-04-06,大阪杯(GI),2阪神4,3.0,True,阪神,,芝,1:56.5,33.5,14-14-14-14,526.0,-8.0,58.0,岩田望来,01174,4.0,7.0,晴,良,13.6,8.0,202509020411
2018105012,ヨーホーレイク,12.0,2025-02-16,京都記念(GII),1京都6,1.0,True,京都,,芝,2:15.7,34.2,5-5-6-4,534.0,20.0,57.0,岩田望来,01174,1.0,1.0,曇,稍,9.5,5.0,202508010611
2018105012,ヨーホーレイク,12.0,2024-10-06,毎日王冠(GII),4東京2,7.0,True,東京,,芝,1:45.4,33.4,7-5-6,514.0,-4.0,57.0,岩田望来,01174,7.0,12.0,曇,良,5.5,3.0,202405040211
2020103242,ブレイディヴェーグ,13.0,2025-11-02,天皇賞(秋)(GI),4東京11,10.0,True,東京,,芝,1:59.1,32.3,13-13-13,474.0,-2.0,56.0,戸崎圭太,05386,4.0,6.0,曇,良,7.7,4.0,202505041111
2020103242,ブレイディヴェーグ,13.0,2025-08-31,新潟記念(GIII),3新潟4,6.0,True,新潟,,芝,1:58.3,33.1,5-5,476.0,6.0,56.0,津村明秀,01092,1.0,1.0,晴,良,4.7,3.0,202504030411
2020103242,ブレイディヴェーグ,13.0,2025-06-08,安田記念(GI),3東京2,4.0,True,東京,,芝,1:33.0,34.1,8-8,470.0,0.0,56.0,戸崎圭太,05386,8.0,18.0,曇,良,9.4,4.0,202505030211
2020103242,ブレイディヴェーグ,13.0,2025-04-05,ドバイターフ(GI),メイダン,7.0,False,メイダン,,芝,,,,,,55.0,ルメール,05339,,10.0,,良,12.4,3.0,2025
2020103242,ブレイディヴェーグ,13.0,2025-02-09,東京新聞杯(GIII),1東京4,4.0,True,東京,,芝,1:32.8,33.6,9-8,482.0,14.0,56.0,ルメール,05339,4.0,7.0,晴,良,2.6,1.0,202505010411
2021105143,ダノンデサイル,14.0,2025-08-20,英インターナショナル(GI),ヨーク,5.0,False,ヨーク,,芝,,,,,,61.0,戸崎圭太,05386,,2.0,晴,良,3.6,3.0,2025
2021105143,ダノンデサイル,14.0,2025-04-05,ドバイシーマクラシッ(GI),メイダン,1.0,False,メイダン,,芝,2:27.05,,,,,57.0,戸崎圭太,05386,,6.0,,良,5.7,4.0,2025
2021105143,ダノンデサイル,14.0,2025-01-26,アメリカジョッキーC(GII),1中山9,1.0,True,中山,,芝,2:12.1,36.0,7-7-7-5,516.0,-4.0,58.0,戸崎圭太,05386,4.0,8.0,晴,良,2.6,1.0,202506010911
2021105143,ダノンデサイル,14.0,2024-12-22,有馬記念(GI),5中山8,3.0,True,中山,,芝,2:32.0,35.4,1-1-1-1,520.0,-2.0,56.0,横山典弘,00660,1.0,1.0,晴,良,4.0,2.0,202406050811
2021105143,ダノンデサイル,14.0,2024-10-20,菊花賞(GI),5京都6,6.0,True,京都,,芝,3:04.8,35.5,8-9-14-15,522.0,18.0,57.0,横山典弘,00660,2.0,4.0,晴,良,2.9,1.0,202408050611
2022105519,マスカレードボール,15.0,2025-11-02,天皇賞(秋)(GI),4東京11,1.0,True,東京,,芝,1:58.6,32.3,9-6-8,470.0,4.0,56.0,ルメール,05339,5.0,7.0,曇,良,2.7,1.0,202505041111
2022105519,マスカレードボール,15.0,2025-06-01,東京優駿(GI),2東京12,2.0,True,東京,,芝,2:23.8,33.7,8-8-7-7,466.0,6.0,57.0,坂井瑠星,01163,8.0,17.0,晴,良,6.8,3.0,202505021211
2022105519,マスカレードボール,15.0,2025-04-20,皐月賞(GI),3中山8,3.0,True,中山,,芝,1:57.3,33.9,11-10-14-13,460.0,-4.0,57.0,横山武史,01170,3.0,6.0,曇,良,13.7,4.0,202506030811
2022105519,マスカレードボール,15.0,2025-02-16,共同通信杯(GIII),1東京6,1.0,True,東京,,芝,1:46.0,33.7,2-3-3,464.0,-8.0,57.0,坂井瑠星,01163,2.0,2.0,曇,良,3.8,1.0,202505010611
2022105519,マスカレードボール,15.0,2024-12-28,ホープフルS(GI),5中山9,11.0,True,中山,,芝,2:01.7,35.5,14-14-12-10,472.0,0.0,56.0,戸崎圭太,05386,8.0,18.0,晴,良,9.9,4.0,202406050911
2021110048,シンエンペラー,16.0,2025-09-13,愛チャンピオンS(GI),レパーズタウン,6.0,False,レパーズタウン,,芝,,,,,,61.0,坂井瑠星,01163,1.0,3.0,晴,稍,,3.0,2025
2021110048,シンエンペラー,16.0,2025-04-05,ドバイシーマクラシッ(GI),メイダン,7.0,False,メイダン,,芝,,,,,,57.0,坂井瑠星,01163,,8.0,,良,5.3,3.0,2025
2021110048,シンエンペラー,16.0,2025-02-23,ネオムターフC(GII),キングアブドゥル,1.0,False,キングアブドゥル,,芝,2:07.74,,,,,57.0,坂井瑠星,01163,,6.0,晴,良,,1.0,2025
2021110048,シンエンペラー,16.0,2024-11-24,ジャパンC(GI),5東京8,2.0,True,東京,,芝,2:25.5,33.1,1-1-2-2,488.0,0.0,56.0,坂井瑠星,01163,5.0,7.0,晴,良,26.8,8.0,202405050812
2021110048,シンエンペラー,16.0,2024-10-06,凱旋門賞(GI),パリロンシャン,12.0,False,パリロンシャン,,芝,,,,,,56.5,坂井瑠星,01163,,10.0,,重,6.3,3.0,2024
2020103650,ドゥレッツァ,17.0,2025-10-05,京都大賞典(GII),3京都2,8.0,True,京都,,芝,2:24.5,35.4,8-8-2-2,478.0,10.0,58.0,横山武史,01170,4.0,7.0,曇,稍,5.9,4.0,202508030211
2020103650,ドゥレッツァ,17.0,2025-06-15,宝塚記念(GI),3阪神4,9.0,True,阪神,,芝,2:12.4,36.7,6-6-6-7,468.0,0.0,58.0,横山武史,01170,1.0,2.0,晴,稍,6.7,4.0,202509030411
2020103650,ドゥレッツァ,17.0,2025-04-05,ドバイシーマクラシッ(GI),メイダン,3.0,False,メイダン,,芝,,,,,,57.5,スミヨン,05271,,2.0,,良,8.0,5.0,2025
2020103650,ドゥレッツァ,17.0,2024-11-24,ジャパンC(GI),5東京8,2.0,True,東京,,芝,2:25.5,33.4,6-3-1-1,470.0,0.0,58.0,ビュイッ,05495,6.0,10.0,晴,良,16.2,7.0,202405050812
2020103650,ドゥレッツァ,17.0,2024-08-21,英インターナショナル(GI),ヨーク,5.0,False,ヨーク,,芝,,,,,,61.0,ルメール,05339,,3.0,,良,8.7,5.0,2024
2020103532,タスティエーラ,18.0,2025-11-02,天皇賞(秋)(GI),4東京11,8.0,True,東京,,芝,1:59.0,33.0,4-5-5,508.0,10.0,58.0,レーン,05585,4.0,5.0,曇,良,6.6,2.0,202505041111
2020103532,タスティエーラ,18.0,2025-04-27,QE2世C(GI),シャティン,1.0,False,シャティン,,芝,2:00.51,,,,,57.0,レーン,05585,,3.0,,良,3.9,2.0,2025
2020103532,タスティエーラ,18.0,2024-12-08,香港C(GI),シャティン,3.0,False,シャティン,,芝,,,,495.0,,57.0,レーン,05585,,4.0,,良,8.2,3.0,2024
2020103532,タスティエーラ,18.0,2024-10-27,天皇賞(秋)(GI),4東京8,2.0,True,東京,,芝,1:57.5,33.4,3-3-5,506.0,18.0,58.0,松山弘平,01126,3.0,4.0,曇,良,53.8,9.0,202405040811
2020103532,タスティエーラ,18.0,2024-04-28,天皇賞(春)(GI),3京都4,7.0,True,京都,,芝,3:15.0,35.4,9-9-8-7,488.0,-6.0,58.0,モレイラ,05509,4.0,7.0,晴,良,7.9,4.0,202408030411
